published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2015-11-09,2015-12-04,S,9059,2,40,['138713'],"[['Маркус Флинт', 'Оливер Вуд'], ['Гарри Поттер', 'Драко Малфой'], 'Новый Мужской Персонаж']",PG-13,"['Драббл', 'Юмор']",73,"['AU', 'ООС', 'Нецензурная лексика']",,,,/serie726,,"[5.478433428167904e+18, 3.8021100832474404e+18, 4.1721557854681533e+18]","[8.495340661862281e+18, 6.910148155097983e+17, 5.708357661850474e+18, 3.700828417029084e+18]",200
2006-08-18,2006-08-18,S,37325,0,36,['Elle'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,['PWP'],5,,['1356'],,,,,"[4.3954219409796946e+18, 6.82289953366278e+18, 4.280973864805691e+18]",[],698
2011-09-24,2011-09-24,G,14400,0,24,['52640'],"['Северус Снейп', 'Гарри Поттер']",General,"['Драма', 'Общий', 'Hurt/comfort']",7,"['смерть персонажа', 'кровь.']",,,,/serie235,,"[4.5506414933718764e+18, 1.3304911508253914e+18]","[9.093989600810537e+18, 5.091602363353723e+18, 5.708357661850474e+18, 8.583542024877844e+18, 3.5935108451369114e+18]",551
2011-05-31,2011-05-31,S,12541,0,33,['43585'],"[['Гарри Поттер', 'Скорпиус Малфой']]",PG-13,"['Драббл', 'Драма', 'Романтика']",5,['AU'],,,['45932'],,,"[4.414957327612308e+17, 7.519795274192011e+18]","[2.4209866212287263e+18, 2.5202591431121178e+17, 3.3067511711134536e+18]",195
2016-04-11,2016-04-11,G,3765,0,9,['74565'],"['Северус Снейп', 'Гарри Поттер', 'Рон Уизли', 'Гермиона Грейнджер', 'Джинни Уизли']",General,"['Флафф', 'Hurt/comfort', 'Драма']",18,['AU'],,,,,,"[5.322806001630808e+18, 8.710431271097481e+18, 7.868444230640911e+18]","[5.091602363353723e+18, 8.806703200229154e+18]",138
2018-07-21,2018-07-21,H,5664,1,12,['the_artful_scribbler'],"[['Гермиона Грейнджер', 'Люциус Малфой']]",NC-17,"['Романтика', 'Ангст']",22,['ООС'],['214531'],Английский,['135758'],,,"[2.6834405223388216e+18, 3.9704772946274714e+18, 3.96981131276005e+18]",[5.091602363353723e+18],314
2016-06-11,2016-06-11,S,3426,0,9,['41618'],"[['Северус Снейп', 'Гарри Поттер']]",PG-13,"['Ангст', 'Юмор']",8,['От первого лица (POV)'],,,,/serie1070,,[6.129487170476201e+17],[],274
2015-03-23,2015-03-23,S,4102,0,2,['Amanuensis'],"[['Люциус Малфой', 'Северус Снейп'], ['Люциус Малфой', 'Гарри Поттер'], 'Люциус Малфой', 'Лорд Волдеморт (Том Риддл)']",R,['Драббл'],9,"['AU', 'ООС']","['108484', '55016']",Английский,,,/challenge10,"[1.5546460697689938e+18, 4.4209220758584934e+17, 5.257570283111714e+17]","[5.091602363353723e+18, 5.265453167772786e+18, 2.593952817060485e+18]",166
2016-04-16,2016-04-16,H,5603,0,8,['124870'],"[['Гермиона Грейнджер', 'Билл Уизли'], ['Билл Уизли', 'Флер Делакур'], ['Гермиона Грейнджер', 'Джордж Уизли']]",R,['Ангст'],17,"['AU', 'ООС', 'Нецензурная лексика', 'От первого лица (POV)']",,,,,,"[4.645187188765156e+18, 1.8881561560292472e+18]","[9.093989600810537e+18, 5.091602363353723e+18, 7.285076916399111e+18]",250
2018-04-05,2018-04-05,H,5651,1,17,['yoho'],"[['Гермиона Грейнджер', 'Гарри Поттер']]",R,['Драма'],14,"['AU', 'ООС', 'Пытки']",['61761'],Немецкий,"['45037', '95434']",,/challenge60,[3.8332764319126185e+18],[9.16433052224095e+18],329
2014-09-07,2014-09-07,S,25892,3,210,"['42499', '134247']","['Гарри Поттер', 'Северус Снейп', 'Гермиона Грейнджер', 'Рон Уизли', 'Драко Малфой', 'Минерва МакГонагалл']",R,['Юмор'],20,"['AU', 'Пре-слэш']",,,['150137'],/serie573,,"[3.287309134903785e+18, 7.241629223592385e+18]","[9.093989600810537e+18, 5.420764329290495e+18, 5.091602363353723e+18]",1989
2020-01-14,2020-01-14,H,1246,0,2,['sophierom'],"[['Гермиона Грейнджер', 'Северус Снейп']]",PG-13,['Драма'],32,,['226898'],Английский,,,,[6.675621595636652e+18],[],147
2010-02-14,2010-02-14,H,5803,0,4,['40017'],"['Нарцисса Малфой', 'Люциус Малфой']",PG-13,"['Романтика', 'Драма']",10,,,,,,,"[4.414957327612308e+17, 2.7007876119207235e+18, 4.5876330583252454e+18]",[],6
2018-03-19,2018-03-19,H,2384,0,14,['61970'],"[['Роза Уизли', 'Гарри Поттер'], 'Джеймс Поттер-младший']",PG-13,['Романтика'],7,"['AU', 'ООС']",,,['151248'],,/challenge56,[7.142197787675865e+18],[],110
2013-04-20,2013-04-23,H,17720,0,31,['58045'],"[['Северус Снейп', 'Гермиона Грейнджер'], ['Новый Мужской Персонаж', 'Новый Женский Персонаж']]",NC-17,['Романтика'],15,"['AU', 'От первого лица (POV)']",,,['47859'],,,"[1.9973239416256215e+18, 2.3528806825065544e+18, 2.559603217631601e+18, 1.9637600365623396e+18, 7.888638597803224e+18]","[5.091602363353723e+18, 5.494196018564324e+18, 2.593952817060485e+18, 8.913004958747984e+18]",611
2016-12-25,2016-12-25,S,2336,0,6,['50471'],"[['Персиваль Грейвс', 'Ньют Скамандер'], ['Якоб Ковальски', 'Куинни Голдштейн'], 'Порпентина Голдштейн']",PG-13,"['Юмор', 'Драббл', 'Романтика']",9,['Слэш'],,,,,,"[8.465493247141389e+18, 9.100123054680407e+17, 5.554158179226727e+18, 7.758119506708058e+18]",[8.741477871658636e+18],94
2013-07-09,2013-07-09,S,4390,0,9,['56322'],"[['Оливер Вуд', 'Маркус Флинт']]",PG-13,['Драма'],9,"['AU', 'Смерть персонажа', 'ООС', 'От первого лица (POV)']",,,['98009'],,,[1.284439463270084e+18],"[2.2622014820230628e+18, 8.583542024877844e+18]",69
2015-09-03,2015-09-03,H,6646,0,3,['244382'],"[['Гермиона Грейнджер', 'Северус Снейп'], 'Рон Уизли']",PG-13,"['Романтика', 'Омегаверс']",12,['AU'],,,['47259'],,/challenge10,"[2.3494651145250284e+18, 2.574732127195043e+18]",[9.141967877688732e+18],380
2017-05-06,2017-05-06,G,4384,1,123,"['235701', '241984']","['Гидеон Пруэтт', 'Новый Мужской Персонаж', 'Ньют Скамандер', 'Новый Персонаж']",General,['Общий'],18,,,,,/serie1332,,"[8.597308925578422e+18, 5.731251450262218e+18]",[],265
2014-03-28,2014-03-28,G,3962,0,10,['61465'],"['Лили Эванс (Лили Поттер)', 'Нарцисса Малфой', 'Гарри Поттер']",General,"['Драббл', 'Драма']",3,['Смерть персонажа'],,,,,,"[6.140787573412184e+18, 9.763318879735791e+17]","[5.265453167772786e+18, 2.2622014820230628e+18]",67
2017-03-18,2017-03-18,H,5474,1,5,['93538'],"[['Драко Малфой', 'Гермиона Грейнджер']]",General,"['Романтика', 'Hurt/comfort']",29,"['AU', 'ООС']",,,['141742'],,/challenge44,[5.715565949263373e+18],"[9.093989600810537e+18, 5.091602363353723e+18, 3.2269359891538053e+18, 2.593952817060485e+18, 8.583542024877844e+18]",356
2015-12-17,2015-12-17,S,7371,1,9,['55126'],"[['Джеймс Поттер', 'Северус Снейп'], ['Сириус Блэк', 'Ремус Люпин'], ['Питер Петтигрю', 'Лили Эванс (Лили Поттер)']]",PG-13,['Юмор'],17,,,,,,,"[4.2212533373900196e+18, 9.147577397175986e+18]",[7.678966060302864e+18],399
2019-09-12,2019-09-12,S,12960,0,12,['417098'],"[['Гарри Поттер', 'Драко Малфой'], ['Люциус Малфой', 'Нарцисса Малфой'], 'Северус Снейп']",NC-17,"['Ангст', 'Hurt/comfort']",229,['ООС'],,,['219670'],,,"[5.731251450262218e+18, 5.4881093966187744e+17]","[7.228517559750846e+18, 9.093989600810537e+18, 3.028082269248088e+18]",529
2019-07-09,2019-09-10,G,2509,1,58,['431017'],"[['Гарри Поттер', 'Джинни Уизли'], ['Неизвестный Персонаж', 'Новый Персонаж'], 'Наруто Узумаки']",NC-17,"['Романтика', 'Флафф', 'Hurt/comfort', 'Первый раз']",77,"['AU', 'Гет', 'Слэш', 'Фемслэш']",,,,/serie2027,,"[2.10142586314194e+18, 9.14365452735555e+18, 3.3666503154849946e+18]","[1.4890521976152938e+17, 8.583542024877844e+18]",39
2014-01-23,2014-01-23,S,10660,5,112,"['57735', '43957']","[['Гарри Поттер', 'Драко Малфой']]",PG-13,"['Ангст', 'Романтика']",31,['AU'],,,['63202'],,,"[2.953267043624288e+17, 6.519114581472127e+18, 2.559603217631601e+18, 6.319965989652696e+18, 4.414957327612308e+17, 2.7950701867766825e+18]",[5.091602363353723e+18],569
2013-07-15,2013-07-15,G,3381,0,6,['60007'],"['Фред Уизли', 'Джордж Уизли']",General,"['Фэнтези', 'Драма']",9,['От первого лица (POV)'],,,['58697'],,,"[3.5911262900389084e+18, 6.459544464978286e+18, 1.719001502164294e+18]","[5.265453167772786e+18, 2.2622014820230628e+18]",43
2011-12-15,2011-12-15,H,6169,0,4,['56020'],"['Сириус Блэк', 'Новый Женский Персонаж']",R,"['Драма', 'Романтика']",93,['1. смерть главного героя'],,,,,,[1.880475731166016e+18],[7.678966060302864e+18],36
2015-10-24,2018-02-23,H,123472,12,793,['diadelphous'],"[['Лили Эванс (Лили Поттер)', 'Северус Снейп'], 'Альбус Дамблдор', 'Лорд Волдеморт (Том Риддл)', 'Ремус Люпин']",R,"['Драма', 'Романтика']",571,"['AU', 'ООС', 'Насилие', 'Пытки']",['154325'],Английский,['156848'],,,"[2.034324607986203e+18, 2.998960347382129e+17, 3.4361630148179277e+18, 7.393011223078967e+18, 1.844251328747193e+18]",[7.678966060302864e+18],990
2019-01-19,2019-01-19,S,4654,0,5,['56783'],"[['Северус Снейп', 'Люциус Малфой']]",NC-17,"['Экшен', 'PWP', 'Романтика', 'Юмор']",10,"['AU', 'ООС']",,,['64113'],/serie421,,[6.46648199976672e+18],"[5.091602363353723e+18, 5.420764329290495e+18, 2.593952817060485e+18, 7.285076916399111e+18]",480
2014-10-08,2016-04-25,H,15230,2,24,['201154'],"[['Беллатриса Лестрейндж', 'Лорд Волдеморт (Том Риддл)'], ['Люциус Малфой', 'Нарцисса Малфой']]",R,"['Ангст', 'Драма', 'Сонгфик']",542,"['Пытки', 'Смерть персонажа', 'От первого лица (POV)']",,,,,,[1.0404296001224474e+18],"[3.613509134815139e+18, 6.085209664702086e+18, 5.265453167772786e+18, 2.531777133842788e+18, 2.2622014820230628e+18]",196
2014-09-17,2014-12-06,S,30690,0,55,['Makoto Sagara'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,"['Ангст', 'Романтика']",127,,['79624'],Английский,['186026'],/serie454,,"[1.5424586035714163e+18, 9.110560268130382e+18, 5.814816236655639e+18]",[5.091602363353723e+18],877
2012-09-09,2012-09-09,G,4594,0,15,['60826'],['Андромеда Тонкс'],General,[],4,,,,,/serie233,,"[7.126122249044467e+18, 7.882590810352951e+18, 7.126122249044467e+18, 3.08892752352933e+18, 8.802907446293601e+18, 3.134757352600587e+18, 6.066468432590614e+18]","[2.2622014820230628e+18, 2.593952817060485e+18]",18
2013-08-25,2013-08-25,H,25259,11,130,['92920'],"[['Северус Снейп', 'Гермиона Грейнджер']]",R,"['Драма', 'Романтика']",24,"['AU', 'OOC']",,,['64051'],,/challenge7,"[8.55957281744034e+18, 3.0426699265355223e+18, 4.414957327612308e+17, 6.057874961812267e+18, 7.848533077440738e+18]",[5.091602363353723e+18],1369
2012-09-26,2012-10-29,G,47028,7,59,['44731'],"[['Луна Лавгуд', 'Северус Снейп'], 'Ксенофилиус Лавгуд', 'Мэри Сью', 'Новый Персонаж', 'Новый Персонаж', 'Новый Персонаж', 'Новый Персонаж']",PG-13,"['Фэнтези', 'Кроссовер']",213,"['AU', 'От первого лица (POV)']",,,,,,"[7.78755271983796e+18, 5.961156394412431e+17, 4.6043884984401024e+18]","[4.265965420776659e+18, 8.94765061936755e+18, 2.529615222968058e+18, 3.700828417029084e+18]",515
2014-11-23,2014-11-23,H,17722,3,19,['Almost Anonymous'],"[['Гарри Поттер', 'Гермиона Грейнджер']]",PG-13,"['Юмор', 'Романтика']",5,,['129780'],Английский,,,,"[5.414749294764408e+18, 2.685108751344386e+18, 6.171609650247556e+18]","[5.091602363353723e+18, 8.94765061936755e+18]",1264
2011-09-09,2011-09-09,G,3920,1,18,['52139'],['Питер Петтигрю'],General,"['Общий', 'Ангст']",11,,,,[],,,"[5.865080942307527e+18, 6.884437047280797e+18]","[7.678966060302864e+18, 2.2622014820230628e+18]",21
2019-02-03,2019-02-03,H,1271,0,7,['406259'],"[['Гарри Поттер', 'Нагини'], 'Лорд Волдеморт (Том Риддл)']",PG-13,"['Драма', 'Кроссовер']",13,"['AU', 'ООС', 'Смерть персонажа']",,,['219670'],/serie1824,,"[3.439792865826757e+18, 2.842949498453405e+18, 2.559603217631601e+18, 3.338066281076811e+18]","[9.141967877688732e+18, 8.844832552427572e+17]",41
2014-03-11,2014-03-11,H,9895,1,9,['shiv5468'],"[['Северус Снейп', 'Гермиона Грейнджер'], 'Люциус Малфой']",PG-13,['Романтика'],15,,['62958'],Английский,"['61761', '53182']",,,"[4.414957327612308e+17, 7.760162431916546e+16, 5.139431387565596e+18]",[9.093989600810537e+18],516
2011-03-30,2011-03-30,H,4219,0,14,['40893'],"[['Панси Паркинсон', 'Блейз Забини']]",General,['Драббл'],3,['От первого лица (POV)'],,,,,,"[1.6032299150040753e+18, 6.901339228217399e+18, 3.0477348796754483e+18]",[5.091602363353723e+18],22
2014-02-08,2014-04-08,H,269169,32,301,['butalearner'],"[['Гарри Поттер', 'Гермиона Грейнджер'], ['Гермиона Грейнджер', 'Новый Мужской Персонаж'], 'Дафна Гринграсс', 'Луна Лавгуд', 'Невилл Лонгботтом', 'Астория Гринграсс', 'Рон Уизли']",R,"['Драма', 'Юмор']",990,"['Джоан Роулинг владеет всем внутри и вокруг вселенной Гарри Поттера. Включая меня', 'как вы скоро заметите.']",['45531'],Английский,['50309'],,,"[1.801289954017111e+17, 8.471221556719863e+17, 3.810747406518195e+18, 4.5272325834494085e+18, 2.2320592715256243e+18, 4.373080387324645e+18]","[7.338778783287314e+17, 2.529615222968058e+18, 3.5935108451369114e+18, 7.574395207039825e+18]",3435
2011-02-13,2011-02-13,S,23874,0,28,['45013'],"[['Луна Лавгуд', 'Драко Малфой'], ['Джинни Уизли', 'Гарри Поттер'], ['Луна Лавгуд', 'Джинни Уизли'], ['Гарри Поттер', 'Драко Малфой']]",PG-13,['Романтика'],105,['ООС'],,,['45613'],,,"[7.958337212117858e+18, 4.2654380617097887e+18, 8.462812576758966e+18, 8.285014262226755e+18, 4.703876908810073e+18]","[3.281018045554982e+18, 7.285076916399111e+18]",253
2013-06-19,2013-06-19,S,19718,0,28,['123946'],"[['Гарри Поттер', 'Северус Снейп']]",R,"['Детектив', 'Комедия', 'Романтика']",76,"['1. слэш', 'мат', 'Снейп', 'херт-комфорт', 'АУ', 'ООС всех', 'НЖП и НМП']",,,['75742'],,,"[5.479767006874168e+18, 8.237594562235374e+18, 6.075332139184641e+18, 4.414957327612308e+17, 6.369453494853994e+18, 4.2029902384454313e+18, 7.587786435930013e+18, 1.8184960720467663e+18, 5.323188910576812e+18, 4.414957327612308e+17, 1.3805671436614008e+18, 7.658189751189709e+18]",[5.091602363353723e+18],442
